keyword,category,priority,position,position_label,url,in_featured,total_results,error,checked_at
picture frames,core - brand,high,10,#10 ✅ Page 1,https://americanflat.com/collections/picture-frames?srsltid=AfmBOorIyrw8whtNtQmTp6Y-T0QVirhr-c6TSGF6tXCem1_1FuJrplaJ,False,214,,2026-08-11T14:19:28.722380
picture frame,core - brand,high,7,#7 ✅ Page 1,https://americanflat.com/collections/picture-frames?srsltid=AfmBOooc4NPhjoVLApStr2StZcT83EMugKOgV9VkhISkRSuGyugejQzB,False,202,,2026-08-11T14:19:39.717738
photo frames,core - brand,high,36,#36,https://americanflat.com/collections/picture-frames?srsltid=AfmBOopL6r-4x7R57aLC2H-hIuQ9yaDa4drWmGYM6KCaVcp44lij8M48,False,236,,2026-08-11T14:19:31.087258
photo frame,core - brand,high,16,#16 Page 2,https://americanflat.com/collections/picture-frames?srsltid=AfmBOooZsm6NVMSthariwscj946rHYLZJYtvvCf9G78rt_QVRfxQnsG8,False,227,,2026-08-11T14:19:28.657507
wall frames,core - brand,high,2,#2 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOop0hhSq6y8i4lX-9xZ3tAT4On4JHAdqDeh7tlhBd1UQZAEaNmHQ,False,200,,2026-08-11T14:19:28.252084
americanflat frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frame?srsltid=AfmBOooCvP2C52jmJLo9jF3aRN6B31dkK-gdyAm0sgfmd57ufS9Mpcxw,False,191,,2026-08-11T14:19:34.312248
americanflat picture frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frame?srsltid=AfmBOorNC-JRq_L9cKTjEE5Rk8-J9PaRvpA7oQegvqdOXqWRzaszVb3W,False,193,,2026-08-11T14:19:38.623228
buy picture frames online,core - brand,high,65,#65,https://americanflat.com/collections/picture-frames?srsltid=AfmBOoqNv4R94T7yKbCnkkl17fAw3SPohL9QjHz0MUeXoIeC6g0VvDDu,False,187,,2026-08-11T14:19:36.099045
affordable picture frames,core - brand,high,,Not ranked,,False,189,,2026-08-11T14:19:32.741485
cheap picture frames,core - brand,high,,Not ranked,,False,207,,2026-08-11T14:19:28.506186
picture frames set,core - brand,high,,Not ranked,,False,254,,2026-08-11T14:19:28.820135
gallery wall frames,core - brand,high,2,#2 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOoqhC1cqpLBgaxIsbQ8QBoOVled1mUQ0cawaXZAofPJYRUKReI0K,False,203,,2026-08-11T14:19:33.668627
gallery wall frame set,core - brand,high,3,#3 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOoqhg9QVejntplKseS2WjG9XQLN9JwlZxaeU5oGKti3gOgrPG5E5,False,194,,2026-08-11T14:19:42.771917
bulk picture frames,core - brand,high,,Not ranked,,False,202,,2026-08-11T14:19:38.933805
picture frames bulk,core - brand,high,,Not ranked,,False,221,,2026-08-11T14:19:31.513724
picture frames for wall,core - brand,high,,Not ranked,,False,203,,2026-08-11T14:19:30.299664
frames for wall decor,core - brand,high,48,#48,https://americanflat.com/collections/picture-frames?srsltid=AfmBOoqn-HXf4RG-eEsCKs9RSCiYFr68z6zjrcUg4fZIcIqunMO2_zEF,False,215,,2026-08-11T14:19:30.480462
wall frame set,core - brand,high,2,#2 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOopmc5sqBNEv6hz9FXVQkmDJel70_ywyTJeeNmtockhZ1q0jQFTX,False,196,,2026-08-11T14:19:24.934505
collage picture frames,core - brand,high,,Not ranked,,False,219,,2026-08-11T14:19:32.119456
multi photo frame,core - brand,high,,Not ranked,,False,194,,2026-08-11T14:19:26.008837
4x6 picture frame,size - standard,high,1,#1 🏆 Top 3,https://americanflat.com/collections/4-x-6-picture-frames?srsltid=AfmBOopOoLbdzWKilDH2k77RCphXn5ZzPF7_GgmNB619yDlxvBshCN0A,False,236,,2026-08-11T14:19:36.562937
5x7 picture frame,size - standard,high,21,#21,https://americanflat.com/collections/5-x-7-picture-frames?srsltid=AfmBOopwVoavBSwYsrjl3lgyh9fgo3_bgh6oRa19IgQi6OX7zNLUF1IB,False,212,,2026-08-11T14:19:42.065869
8x10 picture frame,size - standard,high,,Not ranked,,False,228,,2026-08-11T14:19:46.006220
11x14 picture frame,size - standard,high,4,#4 ✅ Page 1,https://americanflat.com/collections/11x14-frames?srsltid=AfmBOootoDrPZ3Mzcwe_ZqbhWpAS9sWshrXeMpmSUiYyyDXbW2-Fbh_y,False,203,,2026-08-11T14:19:37.592821
16x20 picture frame,size - standard,high,19,#19 Page 2,https://americanflat.com/collections/16x20-picture-frames?srsltid=AfmBOoqUW6mMH47mxleWHwzus4dB73pPhPj91uUhXFh-WKn4Ur3Y5wpa,False,240,,2026-08-11T14:19:36.796789
18x24 picture frame,size - standard,high,3,#3 🏆 Top 3,https://americanflat.com/collections/18x24-frames?srsltid=AfmBOorvwmaBWXYu6CmJu_gyXUcGST5h93Tr0iFlIfRtMCP-NFKY9vdj,False,233,,2026-08-11T14:19:37.250203
24x36 picture frame,size - standard,high,,Not ranked,,False,235,,2026-08-11T14:19:41.399776
4x6 photo frame,size - standard,high,23,#23,https://americanflat.com/collections/4-x-6-picture-frames?srsltid=AfmBOoqWFgqtFpTZ1HGK9t9h1DKofEJm0OCIbaa-86tcWCGEDeRfZnnp,False,239,,2026-08-11T14:19:39.521845
5x7 photo frame,size - standard,high,19,#19 Page 2,https://americanflat.com/collections/5-x-7-picture-frames?srsltid=AfmBOorWTFtON8Y1K6R-oE-bqAxqsTYeAayK6Itpywyp35WcPRnZnMT4,False,211,,2026-08-11T14:19:47.006047
8x10 photo frame,size - standard,high,,Not ranked,,False,204,,2026-08-11T14:19:43.767591
11x14 photo frame,size - standard,high,3,#3 🏆 Top 3,https://americanflat.com/collections/11x14-frames?srsltid=AfmBOopjV3ZPtLtdyvbaDJyvVtj51SsWxjAj5CJxsyf84zOvAduOKaMF,False,224,,2026-08-11T14:19:42.496948
16x20 photo frame,size - standard,high,22,#22,https://americanflat.com/collections/16x20-picture-frames?srsltid=AfmBOor41Th1xZVXuOgXl4nKpSnhHYE-FmJPCIgQSka8DtqaYL8BNzqW,False,250,,2026-08-11T14:19:41.053655
18x24 photo frame,size - standard,high,3,#3 🏆 Top 3,https://americanflat.com/collections/18x24-frames?srsltid=AfmBOoolKcBC2UFTE_eTd_CgkUyxPM6TKnf5HvtglS4Lw1L4wdSxCO9B,False,244,,2026-08-11T14:19:42.879525
24x36 photo frame,size - standard,high,,Not ranked,,False,260,,2026-08-11T14:19:43.022050
10x10 picture frame,size - square/medium,high,23,#23,https://americanflat.com/collections/10x10-frames?srsltid=AfmBOopZL6nktiDA8ftyab6IPU5nxs9bWoSgAy8izUfEQ_C6AIiz6kgn,False,227,,2026-08-11T14:19:41.673026
12x12 picture frame,size - square/medium,high,20,#20 Page 2,https://americanflat.com/collections/12x12-frames?srsltid=AfmBOorYZSBCttX4fQWjS65cUdX2NNCBid-qsujQ5q7IOCEN9oZ9JWZY,False,172,,2026-08-11T14:19:54.603273
12x16 picture frame,size - large,high,21,#21,https://americanflat.com/collections/12x16-frames?srsltid=AfmBOori_dzcMbGcVl65neQuBq0whyP2HUxaAgZUx6a4Y6GQ_23woXAT,False,244,,2026-08-11T14:19:50.010152
12x18 picture frame,size - large,high,2,#2 🏆 Top 3,https://americanflat.com/collections/12x18-frames?srsltid=AfmBOorWqN8Eo87w-Rhv3rXRosMGMTINItmMTe-gwEYMKPiSOiHRsX-4,False,241,,2026-08-11T14:19:45.494486
14x18 picture frame,size - large,high,,Not ranked,,False,447000,,2026-08-11T14:19:44.997789
16x24 picture frame,size - large,high,13,#13 Page 2,https://americanflat.com/collections/16x24-frames?srsltid=AfmBOorklKvceF8V6DSw_rI3S7hJ7kDNVAt0wDl-V_dxU-8blvUQzMEG,False,211,,2026-08-11T14:19:46.186509
20x24 picture frame,size - large,high,2,#2 🏆 Top 3,https://americanflat.com/collections/20x24-frames?srsltid=AfmBOorhuzXaxnM4e4t82fmr7U0FFTCeXXW855Sq8sJFI0D6SbJ3FaCC,False,228,,2026-08-11T14:19:42.903374
20x30 picture frame,size - large,high,25,#25,https://americanflat.com/collections/20x30-frames?srsltid=AfmBOop21PLg2OUXqDkY4iw-qadfuU6Bnu6W9IM9ernT3EFTEWCccc8-,False,234,,2026-08-11T14:19:46.301440
30x40 picture frame,size - extra large,high,15,#15 Page 2,https://americanflat.com/collections/30x40-frames?srsltid=AfmBOorjfrDQFABC-12VTRzxzxAvJgask1CaknlQc4sWt2kBVPV1dv_s,False,245,,2026-08-11T14:19:47.285168
27x40 picture frame,size - extra large,high,20,#20 Page 2,https://americanflat.com/collections/27x40-frames?srsltid=AfmBOorFdRMURWAxLcWFNuCLsXMp2Cm5n5IvF0QfJtYZNBD5soA_W2vu,False,214,,2026-08-11T14:20:07.043159
24x36 poster frame,size - extra large,high,,Not ranked,,False,256,,2026-08-11T14:19:50.342713
black picture frame,color/style,high,,Not ranked,,False,196,,2026-08-11T14:19:51.887753
white picture frame,color/style,high,,Not ranked,,False,185,,2026-08-11T14:19:52.697410
gold picture frame,color/style,high,15,#15 Page 2,https://americanflat.com/collections/gold-picture-frames?srsltid=AfmBOoqqotstCBWQhGwzaS32IBW2sToTUjL7Jhjtjj1av3LQOz5a3xql,False,208,,2026-08-11T14:19:52.658906
silver picture frame,color/style,high,14,#14 Page 2,https://americanflat.com/collections/silver-picture-frames?srsltid=AfmBOooyMpsBkxyx3bdoiAFCQyKdv3UFQE0seJj3Mch-157syS0ATTeP,False,188,,2026-08-11T14:19:52.392121
black photo frame,color/style,high,,Not ranked,,False,214,,2026-08-11T14:19:58.446650
white photo frame,color/style,high,,Not ranked,,False,193,,2026-08-11T14:19:52.287806
