keyword,category,priority,position,position_label,url,in_featured,total_results,error,checked_at
picture frames,core - brand,high,10,#10 ✅ Page 1,https://americanflat.com/collections/picture-frames?srsltid=AfmBOopSUVy2i6EnxL9QerHj4rRm5hVDr43oW3Ys31qhnjy-3Scy4ODV,False,214,,2026-08-31T19:45:07.942003
picture frame,core - brand,high,6,#6 ✅ Page 1,https://americanflat.com/collections/picture-frames?srsltid=AfmBOoqLCiWmdeKGfnm8Wnbs1HH23ktTN9-OS3ltKnJRg5jFGMknH03F,False,211,,2026-08-31T19:45:07.942016
photo frames,core - brand,high,2,#2 🏆 Top 3,https://americanflat.com/collections/picture-frames?srsltid=AfmBOopY-vNf9_W8lwnk0NrAvHspSUnL7D_NTAi4C73yHZ4q1QLqnypy,False,209,,2026-08-31T19:45:07.942019
photo frame,core - brand,high,17,#17 Page 2,https://americanflat.com/collections/picture-frames?srsltid=AfmBOooR81wlHIr_HU_xD6fSr1EFrSrRALgai5aAdGWG3LEA270hTawy,False,211,,2026-08-31T19:45:07.942022
wall frames,core - brand,high,3,#3 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOorxSc2v6fkIap0-WpGogaos93OszgwsbpAsnTAC4614i3ZkJgw8,False,207,,2026-08-31T19:45:07.942025
americanflat frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frames?srsltid=AfmBOor-1ZGs0AcMynie2Aogbi3kiJXGMcsSdVrLTTxDgYeTvHznl59B,False,188,,2026-08-31T19:45:07.942028
americanflat picture frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frames?srsltid=AfmBOorx4E_H9QHWIN7XADu-cbidFGYb1p7ohBEDiwcg-i6EM-skilh0,False,192,,2026-08-31T19:45:07.942030
buy picture frames online,core - brand,high,,Not ranked,,False,195,,2026-08-31T19:45:07.942040
affordable picture frames,core - brand,high,,Not ranked,,False,206,,2026-08-31T19:45:07.942042
cheap picture frames,core - brand,high,,Not ranked,,False,224,,2026-08-31T19:45:07.942045
picture frames set,core - brand,high,5,#5 ✅ Page 1,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOorpqEe6zigBsdKAom9sVGWrXpcvs-GnFuyRvd8_DsnPkWhDWP-6,False,254,,2026-08-31T19:45:07.942048
