keyword,category,priority,position,position_label,url,in_featured,total_results,error,checked_at
picture frames,core - brand,high,25,#25,https://americanflat.com/collections/picture-frames?srsltid=AfmBOoqwDutv87mEyEz3C87CdDUvDgpFje-k6dXuR-mRnr2aEAN2xKob,False,211,,2026-08-09T13:49:43.502701
picture frame,core - brand,high,6,#6 ✅ Page 1,https://americanflat.com/collections/picture-frames?srsltid=AfmBOoqj_18KFGl3jBLr_yYe0Tg1IRVXsLCWWLd0g2CYf7ndF23N-FoG,False,213,,2026-08-09T13:49:48.603182
photo frames,core - brand,high,35,#35,https://americanflat.com/collections/picture-frames?srsltid=AfmBOoqrI7MFGUC7kpE0Ty2Kn0NiGGahtOG8v0WlAo-apOlDluLhAwDT,False,224,,2026-08-09T13:49:47.799005
photo frame,core - brand,high,21,#21,https://americanflat.com/collections/picture-frames?srsltid=AfmBOorciDt51ZI3tXBInc7ze9MceY_t-kIB1l_2IMMpXPDuraQux0uS,False,211,,2026-08-09T13:49:53.232166
wall frames,core - brand,high,3,#3 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOoqd8F3xBkagh9AD2de0sP70yiSOVId5OpAk3VctNytFST8_HzAR,False,213,,2026-08-09T13:49:45.754172
americanflat frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frames?srsltid=AfmBOoouqiHuVjccJ4Wwkis4CnFxsnvepmBsmSV__eE2KPZI_RI9eJUB,False,191,,2026-08-09T13:49:49.919886
americanflat picture frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frame?srsltid=AfmBOoqpMvoOKIKDcNfTu1UGzvs6_SJq0P6LMAk66LSaB_8jjVB2s76N,False,193,,2026-08-09T13:49:49.126114
buy picture frames online,core - brand,high,,Not ranked,,False,213,,2026-08-09T13:49:38.625604
affordable picture frames,core - brand,high,,Not ranked,,False,202,,2026-08-09T13:49:41.536417
cheap picture frames,core - brand,high,,Not ranked,,False,218,,2026-08-09T13:49:39.412362
picture frames set,core - brand,high,20,#20 Page 2,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOoqOCWclImaadlZoJAx2QUEZ7-CqZKonx6aL6D3k0gpZIO_QWP3b,False,248,,2026-08-09T13:49:37.110425
gallery wall frames,core - brand,high,2,#2 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOopjv66qP8GkhbitNW6fCHpoWrdeiliokNc-IDCfXE4s0mW6LMiD,False,207,,2026-08-09T13:49:43.613658
