keyword,category,priority,position,position_label,url,in_featured,total_results,error,checked_at
picture frames,core - brand,high,,Not ranked,,False,,402 Client Error: Payment Required for url: https://api.valueserp.com/search?api_key=877ABF9F57624A1CAB7C748BE810FE17&q=picture+frames&num=100&gl=us&hl=en&location=United+States&output=json,2026-06-23T15:48:48.576065
picture frame,core - brand,high,,Not ranked,,False,,402 Client Error: Payment Required for url: https://api.valueserp.com/search?api_key=877ABF9F57624A1CAB7C748BE810FE17&q=picture+frame&num=100&gl=us&hl=en&location=United+States&output=json,2026-06-23T15:48:50.338732
photo frames,core - brand,high,,Not ranked,,False,,"HTTPSConnectionPool(host='api.valueserp.com', port=443): Max retries exceeded with url: /search?api_key=877ABF9F57624A1CAB7C748BE810FE17&q=photo+frames&num=100&gl=us&hl=en&location=United+States&output=json (Caused by ConnectTimeoutError(<HTTPSConnection(host='api.valueserp.com', port=443) at 0x7f1c1dd6f490>, 'Connection to api.valueserp.com timed out. (connect timeout=15)'))",2026-06-23T15:49:06.612381
photo frame,core - brand,high,,Not ranked,,False,,402 Client Error: Payment Required for url: https://api.valueserp.com/search?api_key=877ABF9F57624A1CAB7C748BE810FE17&q=photo+frame&num=100&gl=us&hl=en&location=United+States&output=json,2026-06-23T15:49:08.323929
wall frames,core - brand,high,,Not ranked,,False,,402 Client Error: Payment Required for url: https://api.valueserp.com/search?api_key=877ABF9F57624A1CAB7C748BE810FE17&q=wall+frames&num=100&gl=us&hl=en&location=United+States&output=json,2026-06-23T15:49:10.050357
americanflat frames,core - brand,high,,Not ranked,,False,,"HTTPSConnectionPool(host='api.valueserp.com', port=443): Max retries exceeded with url: /search?api_key=877ABF9F57624A1CAB7C748BE810FE17&q=americanflat+frames&num=100&gl=us&hl=en&location=United+States&output=json (Caused by ConnectTimeoutError(<HTTPSConnection(host='api.valueserp.com', port=443) at 0x7f1c1dd687d0>, 'Connection to api.valueserp.com timed out. (connect timeout=15)'))",2026-06-23T15:49:26.268568
americanflat picture frames,core - brand,high,,Not ranked,,False,,402 Client Error: Payment Required for url: https://api.valueserp.com/search?api_key=877ABF9F57624A1CAB7C748BE810FE17&q=americanflat+picture+frames&num=100&gl=us&hl=en&location=United+States&output=json,2026-06-23T15:49:27.955931
buy picture frames online,core - brand,high,,Not ranked,,False,,402 Client Error: Payment Required for url: https://api.valueserp.com/search?api_key=877ABF9F57624A1CAB7C748BE810FE17&q=buy+picture+frames+online&num=100&gl=us&hl=en&location=United+States&output=json,2026-06-23T15:49:29.673956
affordable picture frames,core - brand,high,,Not ranked,,False,,"HTTPSConnectionPool(host='api.valueserp.com', port=443): Max retries exceeded with url: /search?api_key=877ABF9F57624A1CAB7C748BE810FE17&q=affordable+picture+frames&num=100&gl=us&hl=en&location=United+States&output=json (Caused by ConnectTimeoutError(<HTTPSConnection(host='api.valueserp.com', port=443) at 0x7f1c1dd78510>, 'Connection to api.valueserp.com timed out. (connect timeout=15)'))",2026-06-23T15:49:45.958436
cheap picture frames,core - brand,high,,Not ranked,,False,,402 Client Error: Payment Required for url: https://api.valueserp.com/search?api_key=877ABF9F57624A1CAB7C748BE810FE17&q=cheap+picture+frames&num=100&gl=us&hl=en&location=United+States&output=json,2026-06-23T15:49:47.655940
picture frames set,core - brand,high,,Not ranked,,False,,402 Client Error: Payment Required for url: https://api.valueserp.com/search?api_key=877ABF9F57624A1CAB7C748BE810FE17&q=picture+frames+set&num=100&gl=us&hl=en&location=United+States&output=json,2026-06-23T15:49:49.348905
