keyword,category,priority,position,position_label,url,in_featured,total_results,error,checked_at
picture frames,core - brand,high,,Not ranked,,False,10,,2026-07-14T14:51:43.613294
picture frame,core - brand,high,,Not ranked,,False,224,,2026-07-14T14:51:50.545506
photo frames,core - brand,high,,Not ranked,,False,223,,2026-07-14T14:52:06.294950
photo frame,core - brand,high,,Not ranked,,False,208,,2026-07-14T14:52:14.757825
wall frames,core - brand,high,2,#2 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOorzMI4rJa4xWviWwVNSVICjnhaCQHXHp9sZIMzT0NNlc5ZRPN-L,False,206,,2026-07-14T14:52:24.263586
americanflat picture frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frames?srsltid=AfmBOor9Kqv3KzdarpgY6sdywvm83WRQisNPViYjXLKHJQ8Xg1IJcdT4,False,189,,2026-07-14T14:52:51.448540
buy picture frames online,core - brand,high,,Not ranked,,False,207,,2026-07-14T14:53:00.649161
affordable picture frames,core - brand,high,,Not ranked,,False,10,,2026-07-14T14:53:12.776730
cheap picture frames,core - brand,high,,Not ranked,,False,217,,2026-07-14T14:53:24.283452
picture frames set,core - brand,high,,Not ranked,,False,235,,2026-07-14T14:53:34.629458
gallery wall frames,core - brand,high,3,#3 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOorXqM7mrwwU3jbZqv8rmtwa67vaFLT2lhToGawO6xoWfOyhU7tv,False,201,,2026-07-14T14:53:43.868645
gallery wall frame set,core - brand,high,2,#2 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOoomOD5sZw3hb5R3JgYsb4sACsTUPEnZtjmj3c4O-8wD4gFMLe8d,False,198,,2026-07-14T14:53:49.511476
picture frames bulk,core - brand,high,,Not ranked,,False,202,,2026-07-14T14:54:12.609791
picture frames for wall,core - brand,high,2,#2 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOorbI-BeEV9FDiD7UP0RcN2SoLgDoF7plQcZHhsya-I4b10FPRr5,False,202,,2026-07-14T14:54:18.147820
frames for wall decor,core - brand,high,,Not ranked,,False,209,,2026-07-14T14:54:30.432900
wall frame set,core - brand,high,2,#2 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOoq4ZHJXHwdVRSNVvWox8S_XDJWj3K3XhhKxuT-LXiig6b4yAJnI,False,208,,2026-07-14T14:54:42.017966
collage picture frames,core - brand,high,,Not ranked,,False,217,,2026-07-14T14:54:48.322713
5x7 picture frame,size - standard,high,,Not ranked,,False,211,,2026-07-14T14:55:30.689950
8x10 picture frame,size - standard,high,,Not ranked,,False,227,,2026-07-14T14:55:37.521480
11x14 picture frame,size - standard,high,2,#2 🏆 Top 3,https://americanflat.com/collections/11x14-frames?srsltid=AfmBOoqNFrcwjb521QIsFwVBB5K_p7sxb7gDGdpsjgkZGLznuCv8b1yu,False,199,,2026-07-14T14:55:43.194356
16x20 picture frame,size - standard,high,2,#2 🏆 Top 3,https://americanflat.com/collections/16x20-picture-frames?srsltid=AfmBOorD_IvgL7cMCnhYpNkV4wpEXCqH5WAXj1kJJllwC82A7_dke8t3,False,231,,2026-07-14T14:55:54.903691
18x24 picture frame,size - standard,high,3,#3 🏆 Top 3,https://americanflat.com/collections/18x24-frames?srsltid=AfmBOoromryz6_R8Scm-4jPPhKnAl6VMbr1WMmGp_MXANfVdYCJ8zgFJ,False,246,,2026-07-14T14:56:04.035862
24x36 picture frame,size - standard,high,,Not ranked,,False,244,,2026-07-14T14:56:09.693559
4x6 photo frame,size - standard,high,,Not ranked,,False,226,,2026-07-14T14:56:16.051263
5x7 photo frame,size - standard,high,,Not ranked,,False,221,,2026-07-14T14:56:21.501529
8x10 photo frame,size - standard,high,,Not ranked,,False,211,,2026-07-14T14:56:29.731732
11x14 photo frame,size - standard,high,4,#4 ✅ Page 1,https://americanflat.com/collections/11x14-frames?srsltid=AfmBOopqBSK2xBARKp-WNv6TxXsfmiJScY0MHwGXnJ1ew5k63KSa5fxM,False,220,,2026-07-14T14:56:37.357132
16x20 photo frame,size - standard,high,,Not ranked,,False,9,,2026-07-14T14:56:46.745547
18x24 photo frame,size - standard,high,1,#1 🏆 Top 3,https://americanflat.com/collections/18x24-frames?srsltid=AfmBOoqkeQfOaEPYnIMnFODMHeLbkCtCE0Q52CPrTuP5sOEoXLYTylbq,False,240,,2026-07-14T14:56:55.654376
24x36 photo frame,size - standard,high,,Not ranked,,False,246,,2026-07-14T14:57:01.946827
12x12 picture frame,size - square/medium,high,,Not ranked,,False,240,,2026-07-14T14:57:26.058650
12x16 picture frame,size - large,high,,Not ranked,,False,237,,2026-07-14T14:57:41.762074
14x18 picture frame,size - large,high,,Not ranked,,False,228,,2026-07-14T14:58:05.697076
16x24 picture frame,size - large,high,6,#6 ✅ Page 1,https://americanflat.com/collections/16x24-frames?srsltid=AfmBOopnN6H_LxqGFtZxE4QeywD7HP1fu6ot6w_djdGRVXNodq4_BfoV,False,236,,2026-07-14T14:58:12.915967
20x24 picture frame,size - large,high,6,#6 ✅ Page 1,https://americanflat.com/collections/20x24-frames?srsltid=AfmBOooMsOcOEYZJsjD6JLmn84IbVfgjXOvZWEijyH3CvPuHGrTdQXtX,False,221,,2026-07-14T14:58:19.319972
20x30 picture frame,size - large,high,,Not ranked,,False,234,,2026-07-14T14:58:25.183846
30x40 picture frame,size - extra large,high,,Not ranked,,False,246,,2026-07-14T14:58:37.913882
27x40 picture frame,size - extra large,high,,Not ranked,,False,220,,2026-07-14T14:58:45.391868
24x36 poster frame,size - extra large,high,,Not ranked,,False,256,,2026-07-14T14:58:53.380868
white picture frame,color/style,high,,Not ranked,,False,197,,2026-07-14T14:59:15.847699
