keyword,category,priority,position,position_label,url,in_featured,total_results,error,checked_at
picture frames,core - brand,high,,Not ranked,,False,248,,2026-06-10T16:35:44.318401
picture frame,core - brand,high,,Not ranked,,False,224,,2026-06-10T16:35:50.066034
photo frames,core - brand,high,,Not ranked,,False,222,,2026-06-10T16:35:56.808321
photo frame,core - brand,high,,Not ranked,,False,224,,2026-06-10T16:36:03.710574
wall frames,core - brand,high,,Not ranked,,False,202,,2026-06-10T16:36:11.356696
americanflat frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frames?srsltid=AfmBOopvfzFHyIrfaH6Sul-EbzZDiMk5Ndt2kApAlm84mKq4zseH6GPa,False,180,,2026-06-10T16:36:15.195333
americanflat picture frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/picture-frames?srsltid=AfmBOopbWbPkhcIp6Bpj1KJLg0fojnvR9mfIo_Vm4wg6Ckuf0W-Rb9n4,False,181,,2026-06-10T16:36:22.240645
buy picture frames online,core - brand,high,,Not ranked,,False,203,,2026-06-10T16:36:30.033947
affordable picture frames,core - brand,high,,Not ranked,,False,189,,2026-06-10T16:36:37.410266
cheap picture frames,core - brand,high,,Not ranked,,False,224,,2026-06-10T16:36:45.798953
picture frames set,core - brand,high,,Not ranked,,False,242,,2026-06-10T16:36:53.741513
gallery wall frames,core - brand,high,1,#1 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOoq_G901XxflLkTStX3lTVychqm9ofaOf5iB6Xmm6sLYSIo-aDul,False,195,,2026-06-10T16:37:05.010391
gallery wall frame set,core - brand,high,2,#2 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-set?srsltid=AfmBOorPy4NVJTquj-UTJeCpuDANW7xUJCTFNB7r-hXkDoSvrbIFAVu8,False,196,,2026-06-10T16:37:18.442481
bulk picture frames,core - brand,high,,Not ranked,,False,194,,2026-06-10T16:37:33.547549
picture frames bulk,core - brand,high,,Not ranked,,False,215,,2026-06-10T16:37:41.938003
picture frames for wall,core - brand,high,,Not ranked,,False,204,,2026-06-10T16:37:53.541048
frames for wall decor,core - brand,high,,Not ranked,,False,207,,2026-06-10T16:38:01.355425
wall frame set,core - brand,high,2,#2 🏆 Top 3,https://americanflat.com/collections/gallery-wall-frame-sets-oversized-mat-displays?srsltid=AfmBOopf3f3M6NGo3i5Oqs7MZAc77YtaZQnM50qebC8A5NVcHTBEJlIk,False,211,,2026-06-10T16:38:15.701803
collage picture frames,core - brand,high,,Not ranked,,False,200,,2026-06-10T16:38:21.488911
multi photo frame,core - brand,high,,Not ranked,,False,196,,2026-06-10T16:38:28.216640
4x6 picture frame,size - standard,high,,Not ranked,,False,235,,2026-06-10T16:38:33.736524
5x7 picture frame,size - standard,high,,Not ranked,,False,212,,2026-06-10T16:38:39.113849
8x10 picture frame,size - standard,high,,Not ranked,,False,210,,2026-06-10T16:38:52.309121
11x14 picture frame,size - standard,high,2,#2 🏆 Top 3,https://americanflat.com/collections/11x14-frames?srsltid=AfmBOoq7f9Scq5rqxDy4zfHew1USOl16RWJQU-SnwUQk81TZARYMaQQq,False,202,,2026-06-10T16:39:02.538358
16x20 picture frame,size - standard,high,,Not ranked,,False,225,,2026-06-10T16:39:10.295684
